Timestamp,Task,Type,Mode,Agent,Round,Model Name,Role Name,Data Num,Mean Fluency,STD Fluency,Mean Flexibility,STD Flexibility,Mean Originality,STD Originality,Mean Elaboration,STD Elaboration,File Name
2024-03-17 21:12:34,AUT,debate,prompt-2-final,2,10,gpt-3-5-turbo-0125,None,10,7.967,2.593,8.067,2.26,3.73,0.355,3.726,0.409,AUT_multi_debate_prompt-2-final_2_10_gpt-3-5-turbo-0125_None_final_2024-03-17-21-12-34_10
2024-03-18 03:41:08,AUT,debate,FINAL,2,2,gpt-3-5-turbo-0125,None,10,9.233,0.423,8.367,1.754,3.67,0.222,3.64,0.299,AUT_multi_debate_FINAL_2_2_gpt-3-5-turbo-0125_None_final_2024-03-18-03-41-08_10
2024-03-18 03:53:05,AUT,debate,FINAL,3,6,gpt-3-5-turbo-0125,None,10,8.244,1.626,7.533,1.941,3.799,0.161,3.905,0.224,AUT_multi_debate_FINAL_3_6_gpt-3-5-turbo-0125_None_final_2024-03-18-03-53-05_10
2024-03-18 04:47:14,AUT,debate,FINAL,2,3,gpt-3-5-turbo-0125,None,10,9.233,1.165,8.883,1.38,3.724,0.27,3.73,0.323,AUT_multi_debate_FINAL_2_3_gpt-3-5-turbo-0125_None_final_2024-03-18-04-47-14_10
2024-03-18 06:03:10,AUT,debate,FINAL,2,4,gpt-3-5-turbo-0125,None,10,9.033,0.983,8.183,1.845,3.77,0.308,3.79,0.31,AUT_multi_debate_FINAL_2_4_gpt-3-5-turbo-0125_None_final_2024-03-18-06-03-10_10
2024-03-18 06:28:31,AUT,debate,FINAL,4,6,gpt-3-5-turbo-0125,None,10,9.175,0.587,8.7,1.509,3.878,0.34,3.893,0.253,AUT_multi_debate_FINAL_4_6_gpt-3-5-turbo-0125_None_final_2024-03-18-06-28-31_10
2024-03-18 07:31:26,AUT,debate,FINAL,2,5,gpt-3-5-turbo-0125,None,10,9.483,0.401,8.75,1.224,3.88,0.242,3.9,0.19,AUT_multi_debate_FINAL_2_5_gpt-3-5-turbo-0125_None_final_2024-03-18-07-31-26_10
2024-03-18 08:54:15,AUT,debate,FINAL,2,6,gpt-3-5-turbo-0125,None,10,9.35,0.307,9.2,1.132,3.895,0.317,3.85,0.231,AUT_multi_debate_FINAL_2_6_gpt-3-5-turbo-0125_None_final_2024-03-18-08-54-15_10
2024-03-18 10:11:49,AUT,debate,FINAL,5,6,gpt-3-5-turbo-0125,None,10,9.18,0.743,8.873,1.618,3.896,0.315,3.912,0.236,AUT_multi_debate_FINAL_5_6_gpt-3-5-turbo-0125_None_final_2024-03-18-10-11-49_10
2024-03-18 10:34:20,AUT,debate,FINAL,2,8,gpt-3-5-turbo-0125,None,10,9.433,0.396,8.9,1.55,3.925,0.272,3.975,0.295,AUT_multi_debate_FINAL_2_8_gpt-3-5-turbo-0125_None_final_2024-03-18-10-34-20_10
2024-03-18 12:36:05,AUT,debate,FINAL,2,10,gpt-3-5-turbo-0125,None,10,9.283,0.709,9.0,1.366,3.945,0.269,3.965,0.171,AUT_multi_debate_FINAL_2_10_gpt-3-5-turbo-0125_None_final_2024-03-18-12-36-05_10
2024-03-18 14:50:20,AUT,debate,FINAL,6,6,gpt-3-5-turbo-0125,None,10,9.544,1.804,8.928,1.895,3.795,0.296,3.824,0.283,AUT_multi_debate_FINAL_6_6_gpt-3-5-turbo-0125_None_final_2024-03-18-14-50-20_10
2024-03-18 16:43:47,AUT,single,FINAL,1,1,gpt-3-5-turbo-0125,,10,9.333,0.65,8.4,2.091,3.24,0.304,3.0,0.297,AUT_single_single_final_1_1_gpt-3.5-turbo-0125_None_final_2024-03-18-16-43-47_10
2024-03-19 02:55:39,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,VisionaryMillionaire-None-None-None,10,9.125,0.846,8.433,1.834,3.915,0.291,3.88,0.256,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-gpt-3-5-turbo-0125-gpt-3-5-turbo-0125-gpt-3-5-turbo-0125_VisionaryMillionaire-None-None-None_final_2024-03-19-02-55-39_10
2024-03-19 03:48:33,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,SocialEntrepreneur-None-None-None,10,9.717,2.002,9.675,1.908,3.922,0.355,3.789,0.34,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-gpt-3-5-turbo-0125-gpt-3-5-turbo-0125-gpt-3-5-turbo-0125_SocialEntrepreneur-None-None-None_final_2024-03-19-03-48-33_10
2024-03-19 03:56:50,AUT,debate,FINAL,4,5,gpt-3-5-turbo-0125,None,10,9.008,1.221,8.817,1.6,3.902,0.273,3.878,0.258,AUT_multi_debate_FINAL_4_5_gpt-3-5-turbo-0125_None_final_2024-03-19-03-56-50_10
2024-03-19 04:43:25,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,CreativeProfessional-None-None-None,10,9.475,0.288,8.733,1.808,4.085,0.305,4.025,0.25,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-gpt-3-5-turbo-0125-gpt-3-5-turbo-0125-gpt-3-5-turbo-0125_CreativeProfessional-None-None-None_final_2024-03-19-04-43-25_10
2024-03-19 05:31:18,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,Environmentalist-None-None-None,10,9.858,2.275,9.592,2.286,3.85,0.246,3.768,0.402,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-gpt-3-5-turbo-0125-gpt-3-5-turbo-0125-gpt-3-5-turbo-0125_Environmentalist-None-None-None_final_2024-03-19-05-31-18_10
2024-03-19 06:38:36,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,Futurist-None-None-None,10,9.3,1.142,9.308,1.694,4.09,0.339,3.987,0.194,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-gpt-3-5-turbo-0125-gpt-3-5-turbo-0125-gpt-3-5-turbo-0125_Futurist-None-None-None_final_2024-03-19-06-38-36_10
2024-03-19 11:28:12,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,VisionaryMillionaire-CreativeProfessional-None-None,10,9.808,1.666,9.225,1.708,4.041,0.385,4.047,0.277,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_VisionaryMillionaire-CreativeProfessional-None-None_final_2024-03-19-11-28-12_10
2024-03-19 12:19:02,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,SocialEntrepreneur-CreativeProfessional-None-None,10,9.55,1.444,9.092,1.386,4.028,0.301,3.981,0.201,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_SocialEntrepreneur-CreativeProfessional-None-None_final_2024-03-19-12-19-02_10
2024-03-19 13:11:37,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,Environmentalist-CreativeProfessional-None-None,10,9.358,0.404,8.933,1.571,4.037,0.267,4.042,0.173,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-gpt-3-5-turbo-gpt-3-5-turbo-0125-gpt-3-5-turbo-0125_Environmentalist-CreativeProfessional-None-None_final_2024-03-19-13-11-37_10
2024-03-19 14:27:26,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,Futurist-CreativeProfessional-None-None,10,9.458,2.303,9.575,1.703,4.249,0.362,4.116,0.221,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_Futurist-CreativeProfessional-None-None_final_2024-03-19-14-27-26_10
2024-03-19 16:53:20,AUT,debate,FINAL,2,6,gpt-3-5-turbo-0125,None,10,9.15,1.077,8.517,1.668,3.88,0.334,3.945,0.242,AUT_multi_debate_FINAL_2_6_gpt-3-5-turbo-0125_None_final_2024-03-19-16-53-20_10
2024-03-19 17:11:30,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,AcademicResearcher-CreativeProfessional-None-None,10,9.5,0.882,9.475,1.0,4.104,0.407,4.038,0.339,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_AcademicResearcher-CreativeProfessional-None-None_final_2024-03-19-17-11-30_10
2024-03-19 17:58:44,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,AcademicResearcher-None-None-None,10,9.433,1.23,8.442,2.029,3.977,0.339,3.942,0.315,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_AcademicResearcher-None-None-None_final_2024-03-19-17-58-44_10
2024-03-19 20:02:14,AUT,single,roleplay,1,1,gpt-3.5-turbo-0125,VisionaryMillionaire,10,8.733,1.42,9.267,0.742,3.67,0.429,3.55,0.42,AUT_single_single_roleplay_1_1_gpt-3.5-turbo-0125_VisionaryMillionaire_final_2024-03-19-20-02-14_10
2024-03-19 20:03:28,AUT,single,roleplay,1,1,gpt-3.5-turbo-0125,SocialEntrepreneur,10,9.5,0.342,9.533,0.846,3.43,0.326,3.39,0.416,AUT_single_single_roleplay_1_1_gpt-3.5-turbo-0125_SocialEntrepreneur_final_2024-03-19-20-03-28_10
2024-03-19 20:04:35,AUT,single,roleplay,1,1,gpt-3.5-turbo-0125,CreativeProfessional,10,9.833,1.44,9.567,2.334,3.547,0.428,3.433,0.404,AUT_single_single_roleplay_1_1_gpt-3.5-turbo-0125_CreativeProfessional_final_2024-03-19-20-04-35_10
2024-03-19 20:05:39,AUT,single,roleplay,1,1,gpt-3.5-turbo-0125,Environmentalist,10,9.5,0.307,9.1,1.248,3.5,0.395,3.5,0.344,AUT_single_single_roleplay_1_1_gpt-3.5-turbo-0125_Environmentalist_final_2024-03-19-20-05-39_10
2024-03-19 20:06:45,AUT,single,roleplay,1,1,gpt-3.5-turbo-0125,AcademicResearcher,10,9.333,0.211,9.967,0.1,3.54,0.445,3.42,0.477,AUT_single_single_roleplay_1_1_gpt-3.5-turbo-0125_AcademicResearcher_final_2024-03-19-20-06-45_10
2024-03-19 20:07:51,AUT,single,roleplay,1,1,gpt-3.5-turbo-0125,Futurist,10,9.333,0.894,9.9,0.213,3.86,0.544,3.69,0.466,AUT_single_single_roleplay_1_1_gpt-3.5-turbo-0125_Futurist_final_2024-03-19-20-07-51_10
2024-03-19 20:31:30,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,CreativeProfessional-CreativeProfessional-None-None,10,9.317,0.61,9.017,1.249,4.144,0.317,4.066,0.239,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_CreativeProfessional-CreativeProfessional-None-None_final_2024-03-19-20-31-30_10
2024-03-19 22:26:50,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,VisionaryMillionaire-CreativeProfessional-Futurist-None,10,9.4,0.593,9.258,1.18,4.152,0.418,4.083,0.271,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_VisionaryMillionaire-CreativeProfessional-Futurist-None_final_2024-03-19-22-26-50_10
2024-03-19 22:28:10,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,Environmentalist-CreativeProfessional-Futurist-None,10,9.008,1.084,9.258,1.235,4.175,0.377,4.072,0.188,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-gpt-3-5-turbo-gpt-3-5-turbo-0125-gpt-3-5-turbo-0125_Environmentalist-CreativeProfessional-Futurist-None_final_2024-03-19-22-28-10_10
2024-03-19 22:49:03,AUT,debate,Baseline,4,5,gpt-3-5-turbo-0125,None,10,10.858,3.13,9.558,3.23,3.75,0.182,3.672,0.287,AUT_multi_debate_FINAL_4_5_gpt-3-5-turbo-0125_None_final_2024-03-19-22-49-03_10
2024-03-19 23:36:30,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,SocialEntrepreneur-Futurist-CreativeProfessional-None,10,9.55,1.477,9.542,1.509,4.235,0.332,4.134,0.179,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_SocialEntrepreneur-Futurist-CreativeProfessional-None_final_2024-03-19-23-36-30_10
2024-03-19 23:40:36,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,Futurist-CreativeProfessional-AcademicResearcher-None,10,9.65,0.891,9.808,0.98,4.182,0.404,4.072,0.278,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_Futurist-CreativeProfessional-AcademicResearcher-None_final_2024-03-19-23-40-36_10
2024-03-20 00:48:38,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,CreativeProfessional-CreativeProfessional-Futurist-None,10,9.167,0.931,9.375,1.321,4.245,0.34,4.084,0.254,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_CreativeProfessional-CreativeProfessional-Futurist-None_final_2024-03-20-00-48-38_10
2024-03-20 00:52:46,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,Futurist-CreativeProfessional-Futurist-None,10,9.108,0.845,9.742,0.57,4.313,0.365,4.118,0.336,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_Futurist-CreativeProfessional-Futurist-None_final_2024-03-20-00-52-46_10
2024-03-20 05:41:32,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,VisionaryMillionaire-CreativeProfessional-Futurist-Futurist,10,9.133,1.127,9.875,0.674,4.516,0.271,4.251,0.179,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_VisionaryMillionaire-CreativeProfessional-Futurist-Futurist_final_2024-03-20-05-41-32_10
2024-03-20 05:42:26,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,Environmentalist-CreativeProfessional-Futurist-Futurist,10,9.025,1.23,9.725,0.572,4.52,0.224,4.252,0.177,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-gpt-3-5-turbo-gpt-3-5-turbo-0125-gpt-3-5-turbo-0125_Environmentalist-CreativeProfessional-Futurist-Futurist_final_2024-03-20-05-42-26_10
2024-03-20 06:45:31,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,SocialEntrepreneur-Futurist-CreativeProfessional-Futurist,10,9.392,0.516,9.417,1.295,4.297,0.362,4.152,0.197,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_SocialEntrepreneur-Futurist-CreativeProfessional-Futurist_final_2024-03-20-06-45-31_10
2024-03-20 06:47:50,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,Futurist-CreativeProfessional-AcademicResearcher-Futurist,10,9.375,0.676,9.95,0.312,4.372,0.32,4.132,0.195,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_Futurist-CreativeProfessional-AcademicResearcher-Futurist_final_2024-03-20-06-47-50_10
2024-03-20 07:44:45,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,CreativeProfessional-CreativeProfessional-Futurist-Futurist,10,9.083,1.49,9.842,0.816,4.436,0.256,4.287,0.23,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_CreativeProfessional-CreativeProfessional-Futurist-Futurist_final_2024-03-20-07-44-45_10
2024-03-20 07:47:15,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,Futurist-CreativeProfessional-Futurist-Futurist,10,9.133,1.249,9.8,1.11,4.466,0.303,4.202,0.173,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_Futurist-CreativeProfessional-Futurist-Futurist_final_2024-03-20-07-47-15_10
2024-03-21 17:46:06,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,WhiteHat-None-None-None,10,9.35,0.614,9.025,1.504,3.872,0.319,3.87,0.253,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_WhiteHat-None-None-None_final_2024-03-21-17-46-06_10
2024-03-21 17:46:37,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,YellowHat-None-None-None,10,9.608,1.607,9.308,1.559,3.847,0.263,3.784,0.24,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_YellowHat-None-None-None_final_2024-03-21-17-46-37_10
2024-03-21 18:39:51,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,GreenHat-None-None-None,10,9.692,2.021,9.258,2.471,3.814,0.225,3.75,0.281,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_GreenHat-None-None-None_final_2024-03-21-18-39-51_10
2024-03-21 18:44:15,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,RedHat-None-None-None,10,10.017,2.051,9.775,1.646,3.904,0.247,3.844,0.258,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_RedHat-None-None-None_final_2024-03-21-18-44-15_10
2024-03-21 19:38:14,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,BlackHat-None-None-None,10,9.608,0.922,9.0,2.253,3.833,0.303,3.75,0.306,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_BlackHat-None-None-None_final_2024-03-21-19-38-14_10
2024-03-21 22:21:13,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,BlueHat-None-None-None,10,9.767,2.733,9.117,1.985,3.838,0.3,3.77,0.362,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_BlueHat-None-None-None_final_2024-03-21-22-21-13_10
2024-03-21 22:29:21,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,BlueHat-RedHat-None-None,10,10.092,2.314,10.025,2.833,3.942,0.387,3.839,0.307,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_BlueHat-RedHat-None-None_final_2024-03-21-22-29-21_10
2024-03-21 23:34:41,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,YellowHat-RedHat-None-None,10,9.742,2.003,9.458,2.219,3.949,0.33,3.846,0.238,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_YellowHat-RedHat-None-None_final_2024-03-21-23-34-41_10
2024-03-21 23:35:11,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,WhiteHat-RedHat-None-None,10,9.342,0.535,9.4,0.992,3.978,0.292,3.95,0.261,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_WhiteHat-RedHat-None-None_final_2024-03-21-23-35-11_10
2024-03-22 00:38:32,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,RedHat-RedHat-None-None,10,9.317,0.415,8.925,1.813,3.952,0.224,3.833,0.205,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_RedHat-RedHat-None-None_final_2024-03-22-00-38-32_10
2024-03-22 00:38:41,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,GreenHat-RedHat-None-None,10,9.367,0.393,9.242,1.406,3.972,0.297,3.93,0.268,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_GreenHat-RedHat-None-None_final_2024-03-22-00-38-41_10
2024-03-22 01:42:45,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,BlackHat-RedHat-None-None,10,9.133,1.458,8.933,1.781,4.025,0.365,3.958,0.272,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_BlackHat-RedHat-None-None_final_2024-03-22-01-42-45_10
2024-03-22 03:07:54,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,BlackHat-RedHat-BlackHat-None,10,9.083,0.822,8.942,1.348,3.935,0.266,3.92,0.275,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_BlackHat-RedHat-BlackHat-None_final_2024-03-22-03-07-54_10
2024-03-22 03:08:26,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,WhiteHat-RedHat-BlackHat-None,10,9.95,2.626,9.758,2.666,4.071,0.444,3.97,0.309,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_WhiteHat-RedHat-BlackHat-None_final_2024-03-22-03-08-26_10
2024-03-22 04:09:10,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,YellowHat-RedHat-BlackHat-None,10,9.308,0.534,9.15,1.306,4.072,0.412,3.965,0.316,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_YellowHat-RedHat-BlackHat-None_final_2024-03-22-04-09-10_10
2024-03-22 04:10:07,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,RedHat-RedHat-BlackHat-None,10,9.183,1.085,9.375,1.181,4.042,0.39,3.97,0.212,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_RedHat-RedHat-BlackHat-None_final_2024-03-22-04-10-07_10
2024-03-22 05:09:54,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,GreenHat-RedHat-BlackHat-None,10,9.775,1.371,9.233,1.64,3.985,0.345,3.928,0.231,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_GreenHat-RedHat-BlackHat-None_final_2024-03-22-05-09-54_10
2024-03-22 05:12:52,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,BlackHat-RedHat-BlackHat-None,10,9.592,1.793,9.183,1.619,4.05,0.365,3.988,0.289,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_BlackHat-RedHat-BlackHat-None_final_2024-03-22-05-12-52_10
2024-03-22 10:40:26,AUT,debate,FINAL,4,5,gemini-pro,None,10,15.05,5.101,14.233,5.773,3.667,0.479,3.682,0.504,AUT_multi_debate_FINAL_4_5_gemini-pro_None_final_2024-03-22-10-40-26_10
2024-03-22 12:02:56,AUT,debate,roleplay,4,5,gemini-pro,Environmentalist-CreativeProfessional-Futurist-Futurist,30,12.728,6.758,12.044,6.344,3.711,1.205,3.585,1.178,AUT_multi_debate_roleplay_4_5_gemini-pro_Environmentalist-CreativeProfessional-Futurist-Futurist_final_2024-03-22-12-02-56_30
2024-03-22 13:46:39,AUT,single,baseline,1,1,gemini-pro,None,10,12.033,3.185,12.033,3.257,3.555,0.391,3.699,0.195,AUT_single_single_baseline_1_1_gemini-pro_None_final_2024-03-22-13-46-39_10
2024-03-22 13:53:30,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,BlueHat-RedHat-BlackHat-None,10,9.617,2.207,9.458,1.725,3.95,0.355,3.912,0.263,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_BlueHat-RedHat-BlackHat-None_final_2024-03-22-13-53-30_10
2024-03-22 14:01:13,AUT,single,baseline,1,1,gemini-pro,None,30,10.289,3.023,10.189,3.06,3.565,0.726,3.538,0.727,AUT_single_single_baseline_1_1_gemini-pro_None_final_2024-03-22-14-01-13_30
2024-03-22 18:36:22,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,WhiteHat-RedHat-BlackHat-BlackHat,10,9.267,0.583,9.417,1.092,3.93,0.384,4.018,0.243,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_WhiteHat-RedHat-BlackHat-BlackHat_final_2024-03-22-18-36-22_10
2024-03-22 18:37:51,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,YellowHat-RedHat-BlackHat-BlackHat,10,9.575,0.813,9.358,1.109,3.978,0.264,3.913,0.223,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_YellowHat-RedHat-BlackHat-BlackHat_final_2024-03-22-18-37-51_10
2024-03-22 19:51:17,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,RedHat-RedHat-BlackHat-BlackHat,10,9.5,0.866,9.617,1.275,4.038,0.326,3.97,0.204,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_RedHat-RedHat-BlackHat-BlackHat_final_2024-03-22-19-51-17_10
2024-03-22 19:52:19,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,GreenHat-RedHat-BlackHat-BlackHat,10,9.583,1.596,9.983,1.691,4.024,0.313,4.008,0.252,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_GreenHat-RedHat-BlackHat-BlackHat_final_2024-03-22-19-52-19_10
2024-03-22 21:10:10,AUT,debate,roleplay,4,5,gpt-3-5-turbo-0125,BlackHat-RedHat-BlackHat-BlackHat,10,9.875,1.946,9.508,2.087,4.172,0.379,4.078,0.225,AUT_multi_debate_roleplay_4_5_gpt-3-5-turbo-0125_BlackHat-RedHat-BlackHat-BlackHat_final_2024-03-22-21-10-10_10
